ean,geko_variant_size_code,geko_variant_producer_code,geko_variant_stock_id,weight,gross_weight
5901477156205,G83025,5901477156205,1,10580.00,12360.00
5901477156212,G83026,5901477156212,1,6720.00,7980.00
5901477156229,G83027,5901477156229,1,6970.00,8000.00
5901477156250,G17500,5901477156250,1,2000.00,2880.00
5901477156267,G17501,5901477156267,1,2500.00,3580.00
5901477156274,G17502,5901477156274,1,4000.00,4280.00
5901477156281,G17503,5901477156281,1,5500.00,6180.00
5901477156298,G17504,5901477156298,1,3500.00,4500.00
5901477156304,G17505,5901477156304,1,8500.00,9500.00
5901477156311,G17506,5901477156311,1,1120.00,1350.00
5901477156328,G17511,5901477156328,1,720.00,850.00
5901477156335,G17512,5901477156335,1,1320.00,1500.00
5901477156342,G17513,5901477156342,1,1910.00,2080.00
5901477156359,G17514,5901477156359,1,2500.00,2750.00
5901477156892,G84011,5901477156892,1,7890.00,9220.00
5901477156175,G81088,5901477156175,1,6300.00,7220.00
5901477156182,G81085,5901477156182,1,4860.00,5540.00
5901477156199,G81086,5901477156199,1,7120.00,8200.00
5901477156724,G83059,5901477156724,1,30000.00,32000.00
5901477156526,CG81093A,5901477156526,1,60.00,0.00
5901477156533,CG81093B,5901477156533,1,50.00,0.00
5901477156540,CG81093C,5901477156540,1,50.00,0.00
5901477156557,CG81093D,5901477156557,1,100.00,0.00
5901477156564,CG81093E,5901477156564,1,100.00,0.00
5901477156571,CG81093F,5901477156571,1,150.00,0.00
5901477156588,CG81096A,5901477156588,1,100.00,0.00
5901477156595,CG81096B,5901477156595,1,150.00,0.00
5901477156601,CG81096C,5901477156601,1,50.00,0.00
5901477156618,CG81096D,5901477156618,1,100.00,0.00
5901477156625,CG81096E,5901477156625,1,100.00,0.00
5901477156632,CG81096F,5901477156632,1,50.00,0.00
5901477156649,CG81096G,5901477156649,1,500.00,0.00
5901477156434,CG81088A,5901477156434,1,150.00,0.00
5901477156441,CG81088B,5901477156441,1,600.00,0.00
5901477156458,CG81088C,5901477156458,1,50.00,0.00
5901477156465,CG81088D,5901477156465,1,50.00,0.00
5901477156472,CG81088E,5901477156472,1,200.00,0.00
5901477156489,CG81088F,5901477156489,1,100.00,0.00
5901477156502,CG81088H,5901477156502,1,100.00,0.00
5901477156496,CG81088G,5901477156496,1,100.00,0.00
5901477156366,CG81085A,5901477156366,1,100.00,0.00
5901477156373,CG81085B,5901477156373,1,150.00,0.00
5901477156380,CG81086A,5901477156380,1,440.00,440.00
5901477156397,CG81086B,5901477156397,1,50.00,0.00
5901477156403,CG81086C,5901477156403,1,100.00,0.00
5901477156410,CG81086D,5901477156410,1,100.00,0.00
5901477156427,CG81086E,5901477156427,1,200.00,0.00
5901477156519,CG81088I,5901477156519,1,240.00,240.00
5901477156656,G81034,5901477156656,1,3240.00,3430.00
5901477156670,G10827,5901477156670,1,2000.00,2250.00
5901477156687,G02042,5901477156687,1,22000.00,23000.00
5901477156236,CG82001A,5901477156236,1,330.00,350.00
5901477156243,CH00630A,5901477156243,1,320.00,340.00
5901477156823,G80257,5901477156823,1,950.00,990.00
5901477156694,G01034,5901477156694,1,9400.00,10000.00
5901477156700,G01035,5901477156700,1,11800.00,12000.00
,CG81016-1,,1,200.00,0.00
,CG80006-2,,1,150.00,0.00
,CG80006-3,,1,150.00,0.00
,CG80006-4,,1,100.00,0.00
,CG80006-8,,1,200.00,0.00
,CG80006-9,,1,100.00,0.00
,CG80006-11,,1,100.00,0.00
,CG80006-13,,1,150.00,0.00
,CG80006-14,,1,100.00,0.00
,CG80006-15,,1,150.00,0.00
,CG80006-16,,1,150.00,0.00
,CG80007-1,,1,100.00,0.00
,CG80007-7,,1,150.00,0.00
,CG80007-8,,1,150.00,0.00
,CG80007-12,,1,100.00,0.00
,CG80007-13,,1,150.00,0.00
,CG80007-17,,1,150.00,0.00
,CG80007-18,,1,100.00,0.00
5901477156717,G80523,5901477156717,1,460.00,550.00
5901477156908,CG80770A,5901477156908,1,20.00,25.00
5901477156731,G73940,5901477156731,1,605.00,634.00
5901477156748,G73941,5901477156748,1,630.00,650.00
5901477156755,G73942,5901477156755,1,490.00,510.00
5901477156762,G73943,5901477156762,1,720.00,750.00
5901477156779,G73944,5901477156779,1,790.00,840.00
5901477156786,G73945,5901477156786,1,569.00,580.00
5901477156793,G73946,5901477156793,1,860.00,910.00
5901477156809,G73947,5901477156809,1,980.00,1040.00
5901477156816,G73948,5901477156816,1,690.00,740.00
5901477156854,G90043-S,5901477156854,1,60.00,65.00
5901477156847,G90043-M,5901477156847,1,60.00,65.00
5901477156830,G90043-L,5901477156830,1,60.00,65.00
5901477156861,G90043-XL,5901477156861,1,60.00,65.00
5901477156878,G90043-XXL,5901477156878,1,60.00,65.00
5901477156885,G90043-XXXL,5901477156885,1,60.00,65.00
5901477157912,G73251,5901477157912,1,4200.00,5200.00
5901477157929,G73252,5901477157929,1,5400.00,6400.00
5901477157080,T01100-S,5901477157080,1,550.00,600.00
5901477157073,T01100-M,5901477157073,1,550.00,600.00
5901477157066,T01100-L,5901477157066,1,550.00,600.00
5901477157097,T01100-XL,5901477157097,1,550.00,600.00
5901477157103,T01100-XXL,5901477157103,1,550.00,600.00
5901477157134,T01101-S,5901477157134,1,550.00,600.00
5901477157127,T01101-M,5901477157127,1,550.00,600.00
5901477157110,T01101-L,5901477157110,1,550.00,600.00
5901477157141,T01101-XL,5901477157141,1,550.00,600.00
5901477157158,T01101-XXL,5901477157158,1,550.00,600.00
5901477157189,T01102-S,5901477157189,1,900.00,950.00
5901477157172,T01102-M,5901477157172,1,900.00,950.00
5901477157165,T01102-L,5901477157165,1,900.00,950.00
5901477157196,T01102-XL,5901477157196,1,900.00,950.00
5901477157202,T01102-XXL,5901477157202,1,900.00,950.00
5901477157233,T01103-S,5901477157233,1,920.00,970.00
5901477157226,T01103-M,5901477157226,1,920.00,970.00
5901477157219,T01103-L,5901477157219,1,920.00,970.00
5901477157240,T01103-XL,5901477157240,1,920.00,970.00
5901477157257,T01103-XXL,5901477157257,1,920.00,970.00
5901477166013,CG80310-6-16,5901477166013,1,15800.00,17600.00
5901477166396,CG80360A,5901477166396,1,500.00,0.00
5901477166389,CG80361A,5901477166389,1,500.00,0.00
5901477166372,CG80362A,5901477166372,1,500.00,0.00
5901477158094,G02105,5901477158094,1,60000.00,72100.00
5901477157301,G73246,5901477157301,1,200.00,200.00
5901477156915,G15017,5901477156915,1,160.00,200.00
5901477158070,G71017,5901477158070,1,4000.00,4000.00
5901477158087,G71046,5901477158087,1,1400.00,1400.00
5901477157264,G02906,5901477157264,1,250.00,260.00
5901477156984,G73692,5901477156984,1,2140.00,2140.00
5901477156991,G73693,5901477156991,1,3260.00,3260.00
5901477157004,G73694,5901477157004,1,5600.00,5600.00
5901477157011,G73695,5901477157011,1,3580.00,3580.00
5901477157028,G73696,5901477157028,1,5320.00,5320.00
5901477157035,G73697,5901477157035,1,8880.00,8880.00
5901477157042,G73698,5901477157042,1,5940.00,5940.00
5901477157059,G73699,5901477157059,1,8580.00,8580.00
5901477158063,G02578,5901477158063,1,1000.00,1050.00
5901477158223,G80470,5901477158223,1,4360.00,5060.00
5901477158230,G80471,5901477158230,1,4940.00,5800.00
5901477158247,G80472,5901477158247,1,5520.00,6560.00
5901477158179,G80473,5901477158179,1,6880.00,7000.00
5901477158209,G80475,5901477158209,1,2500.00,2700.00
5901477158551,T00606,5901477158551,1,28.00,32.00
5901477158568,T00607,5901477158568,1,31.00,35.00
5901477158575,T00608,5901477158575,1,38.00,42.00
5901477158582,T00609,5901477158582,1,42.00,46.00
5901477158599,T00610,5901477158599,1,52.00,56.00
5901477158605,T00611,5901477158605,1,66.00,70.00
5901477158612,T00612,5901477158612,1,67.00,74.00
5901477158629,T00613,5901477158629,1,90.00,96.00
5901477158636,T00614,5901477158636,1,98.00,104.00
5901477158643,T00615,5901477158643,1,105.00,110.00
5901477158650,T00616,5901477158650,1,130.00,146.00
5901477158667,T00617,5901477158667,1,147.00,155.00
5901477158674,T00618,5901477158674,1,158.00,171.00
5901477158681,T00619,5901477158681,1,188.00,201.00
5901477158698,T00620,5901477158698,1,193.00,210.00
5901477158704,T00621,5901477158704,1,230.00,246.00
5901477158711,T00622,5901477158711,1,250.00,266.00
5901477158728,T00623,5901477158728,1,270.00,297.00
5901477158735,T00624,5901477158735,1,345.00,370.00
5901477158742,T00625,5901477158742,1,350.00,377.00
5901477158759,T00626,5901477158759,1,430.00,466.00
5901477158766,T00627,5901477158766,1,420.00,450.00
5901477158773,T00628,5901477158773,1,440.00,476.00
5901477158780,T00629,5901477158780,1,500.00,536.00
5901477158797,T00630,5901477158797,1,500.00,540.00
5901477158803,T00632,5901477158803,1,620.00,653.00
5901477158810,T00634,5901477158810,1,685.00,735.00
5901477158827,T00636,5901477158827,1,795.00,845.00
5901477158834,T00638,5901477158834,1,920.00,970.00
5901477158841,T00641,5901477158841,1,1160.00,1390.00
5901477158858,T00646,5901477158858,1,1800.00,1880.00
5901477158865,T00650,5901477158865,1,1910.00,2000.00
5901477158872,T00651,5901477158872,1,1630.00,1710.00
5901477158889,T00652,5901477158889,1,3710.00,3880.00
5901477158896,T00653,5901477158896,1,5550.00,5800.00
5901477158902,T00654,5901477158902,1,980.00,1030.00
5901477158919,T00655,5901477158919,1,2270.00,2370.00
5901477157325,CG83050-1,5901477157325,1,14500.00,14750.00
5901477157332,CG83050-12,5901477157332,1,280.00,280.00
5901477157356,CG83050-49,5901477157356,1,1000.00,0.00
5901477157363,CG83050-3,5901477157363,1,500.00,0.00
5901477157370,CG83050-8,5901477157370,1,1500.00,1550.00
5901477157387,CG83050-38,5901477157387,1,600.00,0.00
5901477157394,CG83050-56,5901477157394,1,400.00,0.00
5901477157400,CG83050-67,5901477157400,1,200.00,0.00
5901477157417,CG83050-71,5901477157417,1,300.00,0.00
5901477157424,CG83050-72,5901477157424,1,400.00,0.00
5901477157448,CG83051-3,5901477157448,1,300.00,0.00
5901477157455,CG83051-17,5901477157455,1,300.00,0.00
5901477157462,CG83051-46,5901477157462,1,600.00,0.00
5901477157479,CG83051-54,5901477157479,1,1950.00,1950.00
5901477157486,CG83051-67,5901477157486,1,150.00,0.00
5901477157493,CG83051-72,5901477157493,1,900.00,0.00
5901477157509,CG83051-82,5901477157509,1,500.00,0.00
5901477157516,CG83051-83,5901477157516,1,140.00,140.00
5901477157523,CG83052-3,5901477157523,1,500.00,0.00
5901477157530,CG83052-17,5901477157530,1,600.00,0.00
5901477157547,CG83052-20,5901477157547,1,350.00,0.00
5901477157554,CG83052-46,5901477157554,1,600.00,650.00
5901477157561,CG83052-64,5901477157561,1,400.00,0.00
5901477157578,CG83052-67,5901477157578,1,150.00,0.00
5901477157585,CG83052-78,5901477157585,1,1050.00,1050.00
5901477157592,CG83053-1,5901477157592,1,2000.00,0.00
5901477157608,CG83053-4,5901477157608,1,700.00,0.00
5901477157615,CG83053-18,5901477157615,1,300.00,0.00
5901477157622,CG83053-34,5901477157622,1,1200.00,0.00
5901477157653,CG83054-14,5901477157653,1,700.00,0.00
5901477157646,CG83054-13,5901477157646,1,280.00,280.00
5901477157660,CG83054-18,5901477157660,1,300.00,0.00
5901477157677,CG83054-33,5901477157677,1,700.00,0.00
5901477157684,CG83054-35,5901477157684,1,90.00,90.00
5901477157691,CG83054-86,5901477157691,1,300.00,0.00
5901477157714,CG83054-99,5901477157714,1,350.00,0.00
5901477157721,CG83054-102,5901477157721,1,1000.00,0.00
5901477157738,CG83055-1,5901477157738,1,2000.00,0.00
5901477157745,CG83055-4,5901477157745,1,4000.00,4200.00
5901477157820,CG83059-4,5901477157820,1,1500.00,0.00
5901477157752,CG83059-8,5901477157752,1,300.00,0.00
5901477157837,CG83059-12,5901477157837,1,280.00,280.00
5901477157844,CG83059-13,5901477157844,1,640.00,640.00
5901477157851,CG83059-18,5901477157851,1,300.00,0.00
5901477157868,CG83059-34,5901477157868,1,1060.00,1060.00
5901477157882,CG83059-65,5901477157882,1,600.00,0.00
5901477157899,CG83059-67,5901477157899,1,800.00,0.00
5901477157905,CG83059-71,5901477157905,1,1000.00,0.00
5901477157769,CG84001-1,5901477157769,1,2000.00,0.00
5901477157776,CG84001-9,5901477157776,1,400.00,0.00
5901477157783,CG84001-20,5901477157783,1,1100.00,0.00
5901477157790,CG84001-23,5901477157790,1,250.00,0.00
5901477157806,CG84001-35,5901477157806,1,400.00,0.00
5901477157813,CG84001-39,5901477157813,1,400.00,0.00
5901477166228,CG02086-6,5901477166228,1,150.00,160.00
5901477166235,CG02086-8,5901477166235,1,150.00,160.00
5901477166174,CG02086-17,5901477166174,1,300.00,320.00
5901477166211,CG02086-52,5901477166211,1,500.00,520.00
5901477166242,CG02086-R1,5901477166242,1,150.00,160.00
5901477166341,CG02086-R3,5901477166341,1,200.00,210.00
5901477166358,CG02086-R5,5901477166358,1,150.00,160.00
5901477166365,CG02086-R7,5901477166365,1,300.00,320.00
5901477166259,CG02086-R11,5901477166259,1,150.00,160.00
5901477166266,CG02086-R13,5901477166266,1,150.00,160.00
5901477166273,CG02086-R14,5901477166273,1,150.00,160.00
5901477166280,CG02086-R15,5901477166280,1,150.00,160.00
5901477166297,CG02086-R16,5901477166297,1,150.00,160.00
5901477166303,CG02086-R18,5901477166303,1,150.00,160.00
5901477166310,CG02086-R19,5901477166310,1,150.00,160.00
5901477166327,CG02086-R20,5901477166327,1,100.00,110.00
5901477166334,CG02086-R21,5901477166334,1,150.00,160.00
5901477166181,CG02086-19,5901477166181,1,200.00,220.00
5901477158186,G31010,5901477158186,1,750.00,800.00
5901477158193,G31011,5901477158193,1,216.00,233.00
5901477157271,CG02185A,5901477157271,1,2800.00,3000.00
5901477157288,CG02180A,5901477157288,1,2800.00,3000.00
5901477157707,CG83054-97,5901477157707,1,200.00,0.00
5901477157349,CG83050-35,5901477157349,1,200.00,0.00
5901477158117,G71261,5901477158117,1,4000.00,4000.00
5901477158100,G71260,5901477158100,1,3500.00,3500.00
5901477158124,G71047,5901477158124,1,5400.00,5400.00
5901477158131,G71048,5901477158131,1,7400.00,7400.00
5901477158148,D00007,5901477158148,1,100.00,120.00
5901477158018,CG82005A,5901477158018,1,250.00,0.00
5901477158025,G02261,5901477158025,1,33.00,33.00
5901477158032,G02260,5901477158032,1,110.00,110.00
5901477158254,G90508-39,5901477158254,1,1130.00,1330.00
5901477158261,G90508-40,5901477158261,1,1130.00,1330.00
5901477158278,G90508-41,5901477158278,1,1130.00,1330.00
5901477158285,G90508-42,5901477158285,1,1130.00,1330.00
5901477158292,G90508-43,5901477158292,1,1130.00,1330.00
5901477158308,G90508-44,5901477158308,1,1130.00,1330.00
5901477158315,G90508-45,5901477158315,1,1130.00,1330.00
5901477158322,G90508-46,5901477158322,1,1130.00,1330.00
5901477158339,G90518-39,5901477158339,1,1130.00,1330.00
5901477158346,G90518-40,5901477158346,1,1130.00,1330.00
5901477158353,G90518-41,5901477158353,1,1130.00,1330.00
5901477158360,G90518-42,5901477158360,1,1130.00,1330.00
5901477158377,G90518-43,5901477158377,1,1130.00,1330.00
5901477158384,G90518-44,5901477158384,1,1130.00,1330.00
5901477158391,G90518-45,5901477158391,1,1130.00,1330.00
5901477158407,G90518-46,5901477158407,1,1130.00,1330.00
5901477158414,G90543-39,5901477158414,1,1230.00,1445.00
5901477158421,G90543-40,5901477158421,1,1230.00,1445.00
5901477158438,G90543-41,5901477158438,1,1230.00,1445.00
5901477158445,G90543-42,5901477158445,1,1230.00,1445.00
5901477158452,G90543-43,5901477158452,1,1230.00,1445.00
5901477158469,G90543-44,5901477158469,1,1230.00,1445.00
5901477158476,G90543-45,5901477158476,1,1230.00,1445.00
5901477158483,G90543-46,5901477158483,1,1230.00,1445.00
5901477158155,CG81036A,5901477158155,1,15.00,20.00
5901477158162,G15021,5901477158162,1,630.00,670.00
5901477158964,G10900,5901477158964,1,550.00,580.00
5901477158971,G10901,5901477158971,1,820.00,900.00
5901477158988,G10902,5901477158988,1,1220.00,1340.00
5901477158995,G10903,5901477158995,1,1680.00,1820.00
5901477159008,G10904,5901477159008,1,460.00,520.00
5901477159015,G10905,5901477159015,1,760.00,820.00
5901477159022,G10906,5901477159022,1,1240.00,1340.00
5901477159282,G03320,5901477159282,1,2250.00,2500.00
5901477159206,G00825,5901477159206,1,420.00,470.00
5901477158537,G03172,5901477158537,1,1900.00,1950.00
5901477159190,G02627,5901477159190,1,90.00,100.00
5901477159039,G39750,5901477159039,1,140.00,160.00
5901477158490,CG82005B,5901477158490,1,150.00,0.00
5901477159046,G30840,5901477159046,1,750.00,800.00
5901477158506,CG82005C,5901477158506,1,100.00,0.00
5901477158513,CG82005D,5901477158513,1,100.00,0.00
5901477158520,CG82005E,5901477158520,1,100.00,0.00
5901477159053,G00646,5901477159053,1,163.00,167.00
5901477159060,G02109,5901477159060,1,1600.00,1640.00
5901477159077,G29800,5901477159077,1,2630.00,2720.00
5901477159084,G01346,5901477159084,1,422.00,440.00
5901477159091,G15018,5901477159091,1,600.00,650.00
5901477159107,G02702,5901477159107,1,20.00,20.00
5901477159114,G65001,5901477159114,1,390.00,420.00
5901477159145,G38113,5901477159145,1,4000.00,4330.00
5901477159152,G01235,5901477159152,1,460.00,480.00
5901477159169,G10910,5901477159169,1,2000.00,2500.00
5901477159176,G74097,5901477159176,1,500.00,550.00
5901477159183,G00384,5901477159183,1,1000.00,1100.00
5901477159459,G02430,5901477159459,1,3200.00,3450.00
5901477159213,G02117,5901477159213,1,3500.00,4500.00
5901477159220,G02634,5901477159220,1,1750.00,2000.00
5901477159237,G81209,5901477159237,1,150.00,170.00
5901477159244,G29070,5901477159244,1,190.00,210.00
5901477159251,G73306,5901477159251,1,140.00,150.00
5901477159268,G01391,5901477159268,1,110.00,120.00
5901477159275,G01392,5901477159275,1,200.00,230.00
5901477158957,CG81096H,5901477158957,1,1500.00,0.00
5901477158940,CG81088J,5901477158940,1,1500.00,0.00
5901477158926,CG81085C,5901477158926,1,1500.00,0.00
5901477158933,CG81086F,5901477158933,1,1160.00,1160.00
5901477159299,G02124,5901477159299,1,800.00,1000.00
5901477159305,G02918,5901477159305,1,330.00,360.00
5901477159312,G10105,5901477159312,1,5250.00,5500.00
5901477159329,G10106,5901477159329,1,2670.00,2830.00
5901477159336,G10517,5901477159336,1,2350.00,2400.00
5901477159343,G01381,5901477159343,1,800.00,800.00
5901477159350,G00845,5901477159350,1,550.00,580.00
5901477159367,G02796,5901477159367,1,1150.00,1200.00
5901477159374,G02797,5901477159374,1,210.00,230.00
5901477159404,G00392,5901477159404,1,1500.00,1583.00
5901477159442,G02118,5901477159442,1,2820.00,3740.00
5901477159640,CG80265A,5901477159640,1,36.00,37.00
,CG84011A,,1,1900.00,2000.00
,CG84011B,,1,1250.00,1300.00
5901477159411,G30141,5901477159411,1,90.00,100.00
5901477159428,G30142,5901477159428,1,90.00,100.00
5901477159435,G30143,5901477159435,1,130.00,140.00
5901477198939,Q00023,5901477198939,1,50.00,0.00
5901477198946,Q00024,5901477198946,1,150.00,0.00
5901477159466,G00185,5901477159466,1,680.00,720.00
5901477159473,G00186,5901477159473,1,680.00,720.00
5901477159480,CG80400A,5901477159480,1,200.00,0.00
5901477159503,CG80400C,5901477159503,1,300.00,0.00
5901477159510,CG80400D,5901477159510,1,50.00,0.00
5901477159527,CG80401A,5901477159527,1,200.00,0.00
5901477159541,CG80401C,5901477159541,1,300.00,0.00
5901477159558,CG80401D,5901477159558,1,50.00,0.00
5901477159565,CG80402A,5901477159565,1,200.00,0.00
5901477159572,CG80402B,5901477159572,1,100.00,0.00
5901477159589,CG80402C,5901477159589,1,300.00,0.00
5901477159596,CG80402D,5901477159596,1,50.00,0.00
5901477159602,CG80404A,5901477159602,1,200.00,0.00
5902973765588,CG80404B,5902973765588,1,100.00,0.00
5901477159626,CG80404C,5901477159626,1,300.00,0.00
5901477159633,CG80404D,5901477159633,1,50.00,0.00
5901477159688,G03302,5901477159688,1,660.00,700.00
5901477159763,G03303,5901477159763,1,430.00,460.00
5901477159770,G03304,5901477159770,1,550.00,600.00
5901477159671,G03305,5901477159671,1,220.00,250.00
5901477160097,G03306,5901477160097,1,1830.00,2000.00
5901477159824,G02270,5901477159824,1,2500.00,3000.00
5901477159695,CG81419A,5901477159695,1,10.00,10.00
5901477159701,CG81419B,5901477159701,1,2000.00,0.00
5901477159718,CG81419C,5901477159718,1,300.00,0.00
5901477159725,CG81419D,5901477159725,1,150.00,0.00
5901477159732,CG81419E,5901477159732,1,300.00,0.00
5901477159749,CG81419F,5901477159749,1,300.00,0.00
5901477159794,G02046,5901477159794,1,12500.00,13000.00
5901477166556,CG81401A,5901477166556,1,2000.00,2200.00
5901477159831,G90544-39,5901477159831,1,1600.00,1800.00
5901477159848,G90544-40,5901477159848,1,1600.00,1800.00
5901477159855,G90544-41,5901477159855,1,1600.00,1800.00
5901477159862,G90544-42,5901477159862,1,1600.00,1800.00
5901477159879,G90544-43,5901477159879,1,1600.00,1800.00
5901477159886,G90544-44,5901477159886,1,1600.00,1800.00
5901477159893,G90544-45,5901477159893,1,1600.00,1800.00
5901477159909,G90544-46,5901477159909,1,1600.00,1800.00
5901477166402,CG01002,5901477166402,1,600.00,800.00
5901477159916,G65106,5901477159916,1,100.00,120.00
5901477159923,G65108,5901477159923,1,110.00,120.00
5901477159930,G65110,5901477159930,1,50.00,60.00
5901477159954,G65116,5901477159954,1,70.00,90.00
5901477159947,G65112,5901477159947,1,110.00,120.00
5901477159961,G65118,5901477159961,1,78.00,98.00
5901477159978,G65120,5901477159978,1,89.00,109.00
5901477159985,G65125,5901477159985,1,98.00,118.00
5901477159992,G65130,5901477159992,1,112.00,152.00
5901477160004,G65132,5901477160004,1,119.00,159.00
5901477160011,G65135,5901477160011,1,124.00,164.00
5901477160028,G65138,5901477160028,1,138.00,179.00
5901477160035,G65145,5901477160035,1,158.00,198.00
5901477160042,G65150,5901477160042,1,178.00,218.00
5901477160059,G65155,5901477160059,1,198.00,238.00
5901477160066,G65168,5901477160066,1,232.00,272.00
5901477160073,G65182,5901477160073,1,330.00,430.00
5901477160080,G65200,5901477160080,1,60.00,78.00
5901477160158,G80036,5901477160158,1,800.00,1000.00
5901477160165,G80037,5901477160165,1,1200.00,1200.00
5901477160172,G80038,5901477160172,1,820.00,1020.00
5901477160141,G03183,5901477160141,1,1610.00,1720.00
5901477160202,G15013,5901477160202,1,260.00,290.00
5901477160219,G15014,5901477160219,1,60.00,70.00
5901477160226,G73170,5901477160226,1,250.00,265.00
5901477160233,G73171,5901477160233,1,60.00,66.00
5901477160240,G01825,5901477160240,1,680.00,780.00
5901477160257,G00826,5901477160257,1,1800.00,1800.00
5901477161339,CG81093G,5901477161339,1,1500.00,0.00
5901477160264,G38520,5901477160264,1,150.00,170.00
5901477160271,G30587,5901477160271,1,1000.00,1050.00
5903240385089,G38255,5903240385089,1,28.00,31.00
5901477160295,G02726,5901477160295,1,770.00,820.00
5901477160301,G03205,5901477160301,1,73.00,78.00
5901477160318,G73195,5901477160318,1,128.00,157.00
5901477160325,G02108,5901477160325,1,790.00,870.00
5901477160332,G29961,5901477160332,1,950.00,1000.00
5901477160349,G00328,5901477160349,1,80.00,100.00
5901477160356,G71210,5901477160356,1,300.00,320.00
5901477160462,G33125,5901477160462,1,650.00,700.00
5901477160479,G33126,5901477160479,1,700.00,750.00
5901477160493,G10920,5901477160493,1,950.00,1000.00
5901477160509,G10921,5901477160509,1,1100.00,1200.00
5901477160516,G37500,5901477160516,1,45.00,48.00
5901477160523,G37501,5901477160523,1,58.00,61.00
5901477160530,G37502,5901477160530,1,45.00,48.00
5901477160547,G37503,5901477160547,1,58.00,61.00
5901477160554,G37510,5901477160554,1,190.00,200.00
5901477160608,G65100,5901477160608,1,1000.00,1100.00
5901477160615,G65101,5901477160615,1,2000.00,2200.00
5901477160622,G65102,5901477160622,1,1450.00,1550.00
5901477160639,G65103,5901477160639,1,650.00,750.00
5901477160363,CG80330-5,5901477160363,1,50.00,50.00
5901477160370,CG80330-7-9,5901477160370,1,50.00,50.00
5901477160387,CG80330-10,5901477160387,1,30.00,30.00
5901477160394,CG80330-19,5901477160394,1,500.00,500.00
5901477160417,CG80330-23,5901477160417,1,300.00,300.00
5901477160400,CG80330-2,5901477160400,1,400.00,400.00
5901477160424,CG80330-46-47-48,5901477160424,1,500.00,500.00
5901477160431,CG80330-43,5901477160431,1,700.00,700.00
5901477160448,CG80330-40,5901477160448,1,500.00,500.00
5901477160455,CG80330-38,5901477160455,1,300.00,300.00
5901477160561,G10875,5901477160561,1,13000.00,13500.00
5901477160677,G84020,5901477160677,1,21780.00,23780.00
5901477160684,G84021,5901477160684,1,20660.00,22030.00
5901477160844,G84022,5901477160844,1,570.00,620.00
5901477160875,G81056F,5901477160875,1,1180.00,1310.00
5901477160882,G81056G,5901477160882,1,4800.00,5200.00
5901477160851,G84023,5901477160851,1,2430.00,2530.00
5901477160868,G84024,5901477160868,1,8300.00,8860.00
5901477160691,G15025,5901477160691,1,95.00,100.00
5901477160820,G37520,5901477160820,1,120.00,150.00
5901477160707,G01221,5901477160707,1,107.00,112.00
5901477160936,G30588,5901477160936,1,600.00,650.00
5901477160943,G11555,5901477160943,1,660.00,700.00
5901477160950,G10107,5901477160950,1,900.00,950.00
5901477160585,G10873,5901477160585,1,8800.00,9500.00
5901477160592,G73320,5901477160592,1,8600.00,9000.00
5901477160967,G00850,5901477160967,1,700.00,750.00
5901477160974,G00860,5901477160974,1,330.00,350.00
5901477160981,G02573,5901477160981,1,1600.00,1680.00
5901477147241,G03170,5901477147241,1,2300.00,2350.00
5901477160646,G71106,5901477160646,1,12400.00,12500.00
5901477160653,G71107,5901477160653,1,12400.00,12500.00
5901477160837,G20062,5901477160837,1,120.00,170.00
5901477160899,G74096,5901477160899,1,290.00,310.00
5901477160714,CG74096A,5901477160714,1,20.00,26.00
5901477166433,CG02090A,5901477166433,1,120.00,0.00
5901477166419,CG02088A,5901477166419,1,100.00,100.00
5901477160721,G82024,5901477160721,1,544.00,544.00
,CG81061F,,1,400.00,0.00
5901477160752,CG84020A,5901477160752,1,1100.00,1150.00
5901477160769,CG84020B,5901477160769,1,800.00,850.00
5901477160776,CG84020C,5901477160776,1,100.00,120.00
5901477160783,CG84021A,5901477160783,1,1200.00,1300.00
5901477160790,CG84021B,5901477160790,1,800.00,850.00
5901477160806,CG84021C,5901477160806,1,100.00,120.00
5901477161674,CG82005F,5901477161674,1,300.00,0.00
5901477161681,CG82005G,5901477161681,1,200.00,0.00
5901477160929,G02064A,5901477160929,1,180.00,190.00
5901477160905,CG83005A,5901477160905,1,960.00,1020.00
5901477166426,CG02089A,5901477166426,1,500.00,550.00
5901477161087,G90542-40,5901477161087,1,1480.00,1780.00
5901477161094,G90542-41,5901477161094,1,1520.00,1820.00
5901477161100,G90542-42,5901477161100,1,1560.00,1860.00
5901477161117,G90542-43,5901477161117,1,1580.00,1880.00
5901477161124,G90542-44,5901477161124,1,1650.00,1950.00
5901477161131,G90542-45,5901477161131,1,1700.00,2000.00
5901477161148,G90542-46,5901477161148,1,1740.00,2040.00
5901477161162,G90545-40,5901477161162,1,1350.00,1650.00
5901477161261,G10907,5901477161261,1,470.00,520.00
5901477161247,G30145,5901477161247,1,400.00,500.00
5901477161254,G30146,5901477161254,1,400.00,500.00
5901477161278,T00055,5901477161278,1,430.00,470.00
5901477161285,T00056,5901477161285,1,550.00,600.00
5901477161292,T00057,5901477161292,1,570.00,620.00
5901477161308,T00058,5901477161308,1,65.00,75.00
5901477161315,T00059,5901477161315,1,95.00,115.00
5901477161322,T00060,5901477161322,1,130.00,150.00
5901477166020,CG80715-A,5901477166020,1,500.00,550.00
5901477166037,CG80715-B,5901477166037,1,400.00,450.00
