ean,geko_variant_stock_id,price_type,net_value,gross_value,currency
5901477157271,1,variant_standard,30.4,30.4,PLN
5901477157271,,base_product_standard,30.4,30.4,PLN
5901477157288,1,variant_standard,24.85,24.85,PLN
5901477157288,,base_product_standard,24.85,24.85,PLN
5901477157707,1,variant_standard,4.19,4.19,PLN
5901477157707,,base_product_standard,4.19,4.19,PLN
5901477157349,1,variant_standard,4.81,4.81,PLN
5901477157349,,base_product_standard,4.81,4.81,PLN
5901477158117,1,variant_standard,19.47,19.47,PLN
5901477158117,,base_product_standard,19.47,19.47,PLN
5901477158100,1,variant_standard,16.85,16.85,PLN
5901477158100,,base_product_standard,16.85,16.85,PLN
5901477158124,1,variant_standard,24.68,24.68,PLN
5901477158124,,base_product_standard,24.68,24.68,PLN
5901477158131,1,variant_standard,36.82,36.82,PLN
5901477158131,,base_product_standard,36.82,36.82,PLN
5901477158148,1,variant_standard,1.42,1.42,PLN
5901477158148,,base_product_standard,1.42,1.42,PLN
5901477158018,1,variant_standard,6.87,6.87,PLN
5901477158018,,base_product_standard,6.87,6.87,PLN
5901477158025,1,variant_standard,1.55,1.55,PLN
5901477158025,,base_product_standard,1.55,1.55,PLN
5901477158032,1,variant_standard,2.57,2.57,PLN
5901477158032,,base_product_standard,2.57,2.57,PLN
5901477158254,1,variant_standard,10.66,10.66,PLN
5901477158254,,base_product_standard,10.66,10.66,PLN
5901477158261,1,variant_standard,10.66,10.66,PLN
5901477158261,,base_product_standard,10.66,10.66,PLN
5901477158278,1,variant_standard,10.66,10.66,PLN
5901477158278,,base_product_standard,10.66,10.66,PLN
5901477158285,1,variant_standard,10.66,10.66,PLN
5901477158285,,base_product_standard,10.66,10.66,PLN
5901477158292,1,variant_standard,10.66,10.66,PLN
5901477158292,,base_product_standard,10.66,10.66,PLN
5901477158308,1,variant_standard,10.66,10.66,PLN
5901477158308,,base_product_standard,10.66,10.66,PLN
5901477158315,1,variant_standard,10.66,10.66,PLN
5901477158315,,base_product_standard,10.66,10.66,PLN
5901477158322,1,variant_standard,9.54,9.54,PLN
5901477158322,,base_product_standard,9.54,9.54,PLN
5901477158339,1,variant_standard,10.24,10.24,PLN
5901477158339,,base_product_standard,10.24,10.24,PLN
5901477158346,1,variant_standard,10.24,10.24,PLN
5901477158346,,base_product_standard,10.24,10.24,PLN
5901477158353,1,variant_standard,10.24,10.24,PLN
5901477158353,,base_product_standard,10.24,10.24,PLN
5901477158360,1,variant_standard,10.24,10.24,PLN
5901477158360,,base_product_standard,10.24,10.24,PLN
5901477158377,1,variant_standard,10.24,10.24,PLN
5901477158377,,base_product_standard,10.24,10.24,PLN
5901477158384,1,variant_standard,11.2,11.2,PLN
5901477158384,,base_product_standard,11.2,11.2,PLN
5901477158391,1,variant_standard,11.2,11.2,PLN
5901477158391,,base_product_standard,11.2,11.2,PLN
5901477158407,1,variant_standard,11.2,11.2,PLN
5901477158407,,base_product_standard,11.2,11.2,PLN
5901477158414,1,variant_standard,9.45,9.45,PLN
5901477158414,,base_product_standard,9.45,9.45,PLN
5901477158421,1,variant_standard,12,12,PLN
5901477158421,,base_product_standard,12,12,PLN
5901477158438,1,variant_standard,12,12,PLN
5901477158438,,base_product_standard,12,12,PLN
5901477158445,1,variant_standard,12,12,PLN
5901477158445,,base_product_standard,12,12,PLN
5901477158452,1,variant_standard,12,12,PLN
5901477158452,,base_product_standard,12,12,PLN
5901477158469,1,variant_standard,12,12,PLN
5901477158469,,base_product_standard,12,12,PLN
5901477158476,1,variant_standard,12,12,PLN
5901477158476,,base_product_standard,12,12,PLN
5901477158483,1,variant_standard,12,12,PLN
5901477158483,,base_product_standard,12,12,PLN
5901477158155,1,variant_standard,3.86,3.86,PLN
5901477158155,,base_product_standard,3.86,3.86,PLN
5901477158162,1,variant_standard,9.24,9.24,PLN
5901477158162,,base_product_standard,9.24,9.24,PLN
5901477158964,1,variant_standard,3.57,3.57,PLN
5901477158964,,base_product_standard,3.57,3.57,PLN
5901477158971,1,variant_standard,4.26,4.26,PLN
5901477158971,,base_product_standard,4.26,4.26,PLN
5901477158988,1,variant_standard,5.2,5.2,PLN
5901477158988,,base_product_standard,5.2,5.2,PLN
5901477158995,1,variant_standard,7.2,7.2,PLN
5901477158995,,base_product_standard,7.2,7.2,PLN
5901477159008,1,variant_standard,3.9,3.9,PLN
5901477159008,,base_product_standard,3.9,3.9,PLN
5901477159015,1,variant_standard,5.18,5.18,PLN
5901477159015,,base_product_standard,5.18,5.18,PLN
5901477159022,1,variant_standard,6.38,6.38,PLN
5901477159022,,base_product_standard,6.38,6.38,PLN
5901477159282,1,variant_standard,93.12,93.12,PLN
5901477159282,,base_product_standard,93.12,93.12,PLN
5901477159206,1,variant_standard,4.29,4.29,PLN
5901477159206,,base_product_standard,4.29,4.29,PLN
5901477158537,1,variant_standard,20.22,20.22,PLN
5901477158537,,base_product_standard,20.22,20.22,PLN
5901477159190,1,variant_standard,1.84,1.84,PLN
5901477159190,,base_product_standard,1.84,1.84,PLN
5901477159039,1,variant_standard,6.74,6.74,PLN
5901477159039,,base_product_standard,6.74,6.74,PLN
5901477158490,1,variant_standard,9,9,PLN
5901477158490,,base_product_standard,9,9,PLN
5901477159046,1,variant_standard,8.48,8.48,PLN
5901477159046,,base_product_standard,8.48,8.48,PLN
5901477158506,1,variant_standard,1.79,1.79,PLN
5901477158506,,base_product_standard,1.79,1.79,PLN
5901477158513,1,variant_standard,4.08,4.08,PLN
5901477158513,,base_product_standard,4.08,4.08,PLN
5901477158520,1,variant_standard,6.27,6.27,PLN
5901477158520,,base_product_standard,6.27,6.27,PLN
5901477159053,1,variant_standard,1.18,1.18,PLN
5901477159053,,base_product_standard,1.18,1.18,PLN
5901477159060,1,variant_standard,8.62,8.62,PLN
5901477159060,,base_product_standard,8.62,8.62,PLN
5901477159077,1,variant_standard,8.39,8.39,PLN
5901477159077,,base_product_standard,8.39,8.39,PLN
5901477159084,1,variant_standard,5.26,5.26,PLN
5901477159084,,base_product_standard,5.26,5.26,PLN
5901477159091,1,variant_standard,3.48,3.48,PLN
5901477159091,,base_product_standard,3.48,3.48,PLN
5901477159107,1,variant_standard,0.82,0.82,PLN
5901477159107,,base_product_standard,0.82,0.82,PLN
5901477159114,1,variant_standard,4.34,4.34,PLN
5901477159114,,base_product_standard,4.34,4.34,PLN
5901477159145,1,variant_standard,28.84,28.84,PLN
5901477159145,,base_product_standard,28.84,28.84,PLN
5901477159152,1,variant_standard,4.91,4.91,PLN
5901477159152,,base_product_standard,4.91,4.91,PLN
5901477159169,1,variant_standard,12.3,12.3,PLN
5901477159169,,base_product_standard,12.3,12.3,PLN
5901477159176,1,variant_standard,6.61,6.61,PLN
5901477159176,,base_product_standard,6.61,6.61,PLN
5901477159183,1,variant_standard,10.10,10.10,PLN
5901477159183,,base_product_standard,10.10,10.10,PLN
5901477159459,1,variant_standard,18,18,PLN
5901477159459,,base_product_standard,18,18,PLN
5901477159213,1,variant_standard,49.44,49.44,PLN
5901477159213,,base_product_standard,49.44,49.44,PLN
5901477159220,1,variant_standard,6.4,6.4,PLN
5901477159220,,base_product_standard,6.4,6.4,PLN
5901477159237,1,variant_standard,2.14,2.14,PLN
5901477159237,,base_product_standard,2.14,2.14,PLN
5901477159244,1,variant_standard,2.08,2.08,PLN
5901477159244,,base_product_standard,2.08,2.08,PLN
5901477159251,1,variant_standard,1.49,1.49,PLN
5901477159251,,base_product_standard,1.49,1.49,PLN
5901477159268,1,variant_standard,6.24,6.24,PLN
5901477159268,,base_product_standard,6.24,6.24,PLN
5901477159275,1,variant_standard,9.95,9.95,PLN
5901477159275,,base_product_standard,9.95,9.95,PLN
5901477158957,1,variant_standard,16.31,16.31,PLN
5901477158957,,base_product_standard,16.31,16.31,PLN
5901477158940,1,variant_standard,23.31,23.31,PLN
5901477158940,,base_product_standard,23.31,23.31,PLN
5901477158926,1,variant_standard,14.05,14.05,PLN
5901477158926,,base_product_standard,14.05,14.05,PLN
5901477158933,1,variant_standard,19.83,19.83,PLN
5901477158933,,base_product_standard,19.83,19.83,PLN
5901477159299,1,variant_standard,15.62,15.62,PLN
5901477159299,,base_product_standard,15.62,15.62,PLN
5901477159305,1,variant_standard,2.31,2.31,PLN
5901477159305,,base_product_standard,2.31,2.31,PLN
5901477159312,1,variant_standard,31.52,31.52,PLN
5901477159312,,base_product_standard,31.52,31.52,PLN
5901477159329,1,variant_standard,17.71,17.71,PLN
5901477159329,,base_product_standard,17.71,17.71,PLN
5901477159336,1,variant_standard,11.69,11.69,PLN
5901477159336,,base_product_standard,11.69,11.69,PLN
5901477159343,1,variant_standard,2.20,2.20,PLN
5901477159343,,base_product_standard,2.20,2.20,PLN
5901477159350,1,variant_standard,2,2,PLN
5901477159350,,base_product_standard,2,2,PLN
5901477159367,1,variant_standard,24.45,24.45,PLN
5901477159367,,base_product_standard,24.45,24.45,PLN
5901477159374,1,variant_standard,11.88,11.88,PLN
5901477159374,,base_product_standard,11.88,11.88,PLN
5901477159404,1,variant_standard,8.9,8.9,PLN
5901477159404,,base_product_standard,8.9,8.9,PLN
5901477159442,1,variant_standard,19.86,19.86,PLN
5901477159442,,base_product_standard,19.86,19.86,PLN
5901477159640,1,variant_standard,4.56,4.56,PLN
5901477159640,,base_product_standard,4.56,4.56,PLN
,1,variant_standard,12,12,PLN
,,base_product_standard,12,12,PLN
,1,variant_standard,9.49,9.49,PLN
,,base_product_standard,9.49,9.49,PLN
5901477159411,1,variant_standard,0.96,0.96,PLN
5901477159411,,base_product_standard,0.96,0.96,PLN
5901477159428,1,variant_standard,0.98,0.98,PLN
5901477159428,,base_product_standard,0.98,0.98,PLN
5901477159435,1,variant_standard,2.08,2.08,PLN
5901477159435,,base_product_standard,2.08,2.08,PLN
5901477198939,1,variant_standard,0.60,0.60,PLN
5901477198939,,base_product_standard,0.60,0.60,PLN
5901477198946,1,variant_standard,4.20,4.20,PLN
5901477198946,,base_product_standard,4.20,4.20,PLN
5901477159466,1,variant_standard,3.79,3.79,PLN
5901477159466,,base_product_standard,3.79,3.79,PLN
5901477159473,1,variant_standard,4.43,4.43,PLN
5901477159473,,base_product_standard,4.43,4.43,PLN
5901477159480,1,variant_standard,4.4,4.4,PLN
5901477159480,,base_product_standard,4.4,4.4,PLN
5901477159503,1,variant_standard,2.21,2.21,PLN
5901477159503,,base_product_standard,2.21,2.21,PLN
5901477159510,1,variant_standard,2.21,2.21,PLN
5901477159510,,base_product_standard,2.21,2.21,PLN
5901477159527,1,variant_standard,7.47,7.47,PLN
5901477159527,,base_product_standard,7.47,7.47,PLN
5901477159541,1,variant_standard,2.25,2.25,PLN
5901477159541,,base_product_standard,2.25,2.25,PLN
5901477159558,1,variant_standard,2.21,2.21,PLN
5901477159558,,base_product_standard,2.21,2.21,PLN
5901477159565,1,variant_standard,7.47,7.47,PLN
5901477159565,,base_product_standard,7.47,7.47,PLN
5901477159572,1,variant_standard,7.49,7.49,PLN
5901477159572,,base_product_standard,7.49,7.49,PLN
5901477159589,1,variant_standard,2.21,2.21,PLN
5901477159589,,base_product_standard,2.21,2.21,PLN
5901477159596,1,variant_standard,2.27,2.27,PLN
5901477159596,,base_product_standard,2.27,2.27,PLN
5901477159602,1,variant_standard,10.91,10.91,PLN
5901477159602,,base_product_standard,10.91,10.91,PLN
5902973765588,1,variant_standard,9.51,9.51,PLN
5902973765588,,base_product_standard,9.51,9.51,PLN
5901477159626,1,variant_standard,4,4,PLN
5901477159626,,base_product_standard,4,4,PLN
5901477159633,1,variant_standard,2.21,2.21,PLN
5901477159633,,base_product_standard,2.21,2.21,PLN
5901477159688,1,variant_standard,22.02,22.02,PLN
5901477159688,,base_product_standard,22.02,22.02,PLN
5901477159763,1,variant_standard,20.88,20.88,PLN
5901477159763,,base_product_standard,20.88,20.88,PLN
5901477159770,1,variant_standard,49.14,49.14,PLN
5901477159770,,base_product_standard,49.14,49.14,PLN
5901477159671,1,variant_standard,6.53,6.53,PLN
5901477159671,,base_product_standard,6.53,6.53,PLN
5901477160097,1,variant_standard,27.95,27.95,PLN
5901477160097,,base_product_standard,27.95,27.95,PLN
5901477159824,1,variant_standard,24.14,24.14,PLN
5901477159824,,base_product_standard,24.14,24.14,PLN
5901477159695,1,variant_standard,3.71,3.71,PLN
5901477159695,,base_product_standard,3.71,3.71,PLN
5901477159701,1,variant_standard,47.52,47.52,PLN
5901477159701,,base_product_standard,47.52,47.52,PLN
5901477159718,1,variant_standard,8.98,8.98,PLN
5901477159718,,base_product_standard,8.98,8.98,PLN
5901477159725,1,variant_standard,4.13,4.13,PLN
5901477159725,,base_product_standard,4.13,4.13,PLN
5901477159732,1,variant_standard,0.85,0.85,PLN
5901477159732,,base_product_standard,0.85,0.85,PLN
5901477159749,1,variant_standard,31.47,31.47,PLN
5901477159749,,base_product_standard,31.47,31.47,PLN
5901477159794,1,variant_standard,29.76,29.76,PLN
5901477159794,,base_product_standard,29.76,29.76,PLN
5901477166556,1,variant_standard,15.18,15.18,PLN
5901477166556,,base_product_standard,15.18,15.18,PLN
5901477159831,1,variant_standard,17.34,17.34,PLN
5901477159831,,base_product_standard,17.34,17.34,PLN
5901477159848,1,variant_standard,17.34,17.34,PLN
5901477159848,,base_product_standard,17.34,17.34,PLN
5901477159855,1,variant_standard,17.34,17.34,PLN
5901477159855,,base_product_standard,17.34,17.34,PLN
5901477159862,1,variant_standard,17.34,17.34,PLN
5901477159862,,base_product_standard,17.34,17.34,PLN
5901477159879,1,variant_standard,17.34,17.34,PLN
5901477159879,,base_product_standard,17.34,17.34,PLN
5901477159886,1,variant_standard,17.34,17.34,PLN
5901477159886,,base_product_standard,17.34,17.34,PLN
5901477159893,1,variant_standard,17.34,17.34,PLN
5901477159893,,base_product_standard,17.34,17.34,PLN
5901477159909,1,variant_standard,17.34,17.34,PLN
5901477159909,,base_product_standard,17.34,17.34,PLN
5901477166402,1,variant_standard,3.1,3.1,PLN
5901477166402,,base_product_standard,3.1,3.1,PLN
5901477159916,1,variant_standard,4.88,4.88,PLN
5901477159916,,base_product_standard,4.88,4.88,PLN
5901477159923,1,variant_standard,4.88,4.88,PLN
5901477159923,,base_product_standard,4.88,4.88,PLN
5901477159930,1,variant_standard,4.94,4.94,PLN
5901477159930,,base_product_standard,4.94,4.94,PLN
5901477159954,1,variant_standard,5.4,5.4,PLN
5901477159954,,base_product_standard,5.4,5.4,PLN
5901477159947,1,variant_standard,4.94,4.94,PLN
5901477159947,,base_product_standard,4.94,4.94,PLN
5901477159961,1,variant_standard,5.37,5.37,PLN
5901477159961,,base_product_standard,5.37,5.37,PLN
5901477159978,1,variant_standard,6.08,6.08,PLN
5901477159978,,base_product_standard,6.08,6.08,PLN
5901477159985,1,variant_standard,5.91,5.91,PLN
5901477159985,,base_product_standard,5.91,5.91,PLN
5901477159992,1,variant_standard,6.48,6.48,PLN
5901477159992,,base_product_standard,6.48,6.48,PLN
5901477160004,1,variant_standard,7.1,7.1,PLN
5901477160004,,base_product_standard,7.1,7.1,PLN
5901477160011,1,variant_standard,7.94,7.94,PLN
5901477160011,,base_product_standard,7.94,7.94,PLN
5901477160028,1,variant_standard,8.77,8.77,PLN
5901477160028,,base_product_standard,8.77,8.77,PLN
5901477160035,1,variant_standard,9.47,9.47,PLN
5901477160035,,base_product_standard,9.47,9.47,PLN
5901477160042,1,variant_standard,10.38,10.38,PLN
5901477160042,,base_product_standard,10.38,10.38,PLN
5901477160059,1,variant_standard,11.03,11.03,PLN
5901477160059,,base_product_standard,11.03,11.03,PLN
5901477160066,1,variant_standard,13.73,13.73,PLN
5901477160066,,base_product_standard,13.73,13.73,PLN
5901477160073,1,variant_standard,18.17,18.17,PLN
5901477160073,,base_product_standard,18.17,18.17,PLN
5901477160080,1,variant_standard,1.81,1.81,PLN
5901477160080,,base_product_standard,1.81,1.81,PLN
5901477160158,1,variant_standard,17.38,17.38,PLN
5901477160158,,base_product_standard,17.38,17.38,PLN
5901477160165,1,variant_standard,19.33,19.33,PLN
5901477160165,,base_product_standard,19.33,19.33,PLN
5901477160172,1,variant_standard,27.15,27.15,PLN
5901477160172,,base_product_standard,27.15,27.15,PLN
5901477160141,1,variant_standard,42.32,42.32,PLN
5901477160141,,base_product_standard,42.32,42.32,PLN
5901477160202,1,variant_standard,4.33,4.33,PLN
5901477160202,,base_product_standard,4.33,4.33,PLN
5901477160219,1,variant_standard,0.79,0.79,PLN
5901477160219,,base_product_standard,0.79,0.79,PLN
5901477160226,1,variant_standard,12.83,12.83,PLN
5901477160226,,base_product_standard,12.83,12.83,PLN
5901477160233,1,variant_standard,2.48,2.48,PLN
5901477160233,,base_product_standard,2.48,2.48,PLN
5901477160240,1,variant_standard,4.05,4.05,PLN
5901477160240,,base_product_standard,4.05,4.05,PLN
5901477160257,1,variant_standard,10.16,10.16,PLN
5901477160257,,base_product_standard,10.16,10.16,PLN
5901477161339,1,variant_standard,10.93,10.93,PLN
5901477161339,,base_product_standard,10.93,10.93,PLN
5901477160264,1,variant_standard,4.05,4.05,PLN
5901477160264,,base_product_standard,4.05,4.05,PLN
5901477160271,1,variant_standard,5.36,5.36,PLN
5901477160271,,base_product_standard,5.36,5.36,PLN
5903240385089,1,variant_standard,2.51,2.51,PLN
5903240385089,,base_product_standard,2.51,2.51,PLN
5901477160295,1,variant_standard,10.43,10.43,PLN
5901477160295,,base_product_standard,10.43,10.43,PLN
5901477160301,1,variant_standard,0.8,0.8,PLN
5901477160301,,base_product_standard,0.8,0.8,PLN
5901477160318,1,variant_standard,8.15,8.15,PLN
5901477160318,,base_product_standard,8.15,8.15,PLN
5901477160325,1,variant_standard,7.68,7.68,PLN
5901477160325,,base_product_standard,7.68,7.68,PLN
5901477160332,1,variant_standard,4.85,4.85,PLN
5901477160332,,base_product_standard,4.85,4.85,PLN
5901477160349,1,variant_standard,3.46,3.46,PLN
5901477160349,,base_product_standard,3.46,3.46,PLN
5901477160356,1,variant_standard,5.21,5.21,PLN
5901477160356,,base_product_standard,5.21,5.21,PLN
5901477160462,1,variant_standard,2.65,2.65,PLN
5901477160462,,base_product_standard,2.65,2.65,PLN
5901477160479,1,variant_standard,5.38,5.38,PLN
5901477160479,,base_product_standard,5.38,5.38,PLN
5901477160493,1,variant_standard,7.04,7.04,PLN
5901477160493,,base_product_standard,7.04,7.04,PLN
5901477160509,1,variant_standard,7.73,7.73,PLN
5901477160509,,base_product_standard,7.73,7.73,PLN
5901477160516,1,variant_standard,4.26,4.26,PLN
5901477160516,,base_product_standard,4.26,4.26,PLN
5901477160523,1,variant_standard,5.39,5.39,PLN
5901477160523,,base_product_standard,5.39,5.39,PLN
5901477160530,1,variant_standard,3.74,3.74,PLN
5901477160530,,base_product_standard,3.74,3.74,PLN
5901477160547,1,variant_standard,4.39,4.39,PLN
5901477160547,,base_product_standard,4.39,4.39,PLN
5901477160554,1,variant_standard,3.83,3.83,PLN
5901477160554,,base_product_standard,3.83,3.83,PLN
5901477160608,1,variant_standard,43.36,43.36,PLN
5901477160608,,base_product_standard,43.36,43.36,PLN
5901477160615,1,variant_standard,53.18,53.18,PLN
5901477160615,,base_product_standard,53.18,53.18,PLN
5901477160622,1,variant_standard,48.48,48.48,PLN
5901477160622,,base_product_standard,48.48,48.48,PLN
5901477160639,1,variant_standard,15.91,15.91,PLN
5901477160639,,base_product_standard,15.91,15.91,PLN
5901477160363,1,variant_standard,0.88,0.88,PLN
5901477160363,,base_product_standard,0.88,0.88,PLN
5901477160370,1,variant_standard,0.88,0.88,PLN
5901477160370,,base_product_standard,0.88,0.88,PLN
5901477160387,1,variant_standard,0.88,0.88,PLN
5901477160387,,base_product_standard,0.88,0.88,PLN
5901477160394,1,variant_standard,15.18,15.18,PLN
5901477160394,,base_product_standard,15.18,15.18,PLN
5901477160417,1,variant_standard,9.74,9.74,PLN
5901477160417,,base_product_standard,9.74,9.74,PLN
5901477160400,1,variant_standard,15.19,15.19,PLN
5901477160400,,base_product_standard,15.19,15.19,PLN
5901477160424,1,variant_standard,13.01,13.01,PLN
5901477160424,,base_product_standard,13.01,13.01,PLN
5901477160431,1,variant_standard,2.93,2.93,PLN
5901477160431,,base_product_standard,2.93,2.93,PLN
5901477160448,1,variant_standard,5.19,5.19,PLN
5901477160448,,base_product_standard,5.19,5.19,PLN
5901477160455,1,variant_standard,29.32,29.32,PLN
5901477160455,,base_product_standard,29.32,29.32,PLN
5901477160561,1,variant_standard,16.32,16.32,PLN
5901477160561,,base_product_standard,16.32,16.32,PLN
5901477160677,1,variant_standard,102.72,102.72,PLN
5901477160677,,base_product_standard,102.72,102.72,PLN
5901477160684,1,variant_standard,120.14,120.14,PLN
5901477160684,,base_product_standard,120.14,120.14,PLN
5901477160844,1,variant_standard,4.28,4.28,PLN
5901477160844,,base_product_standard,4.28,4.28,PLN
5901477160875,1,variant_standard,10.59,10.59,PLN
5901477160875,,base_product_standard,10.59,10.59,PLN
5901477160882,1,variant_standard,18.71,18.71,PLN
5901477160882,,base_product_standard,18.71,18.71,PLN
5901477160851,1,variant_standard,28.21,28.21,PLN
5901477160851,,base_product_standard,28.21,28.21,PLN
5901477160868,1,variant_standard,63.11,63.11,PLN
5901477160868,,base_product_standard,63.11,63.11,PLN
5901477160691,1,variant_standard,1.11,1.11,PLN
5901477160691,,base_product_standard,1.11,1.11,PLN
5901477160820,1,variant_standard,7.01,7.01,PLN
5901477160820,,base_product_standard,7.01,7.01,PLN
5901477160707,1,variant_standard,1.6,1.6,PLN
5901477160707,,base_product_standard,1.6,1.6,PLN
5901477160936,1,variant_standard,4.11,4.11,PLN
5901477160936,,base_product_standard,4.11,4.11,PLN
5901477160943,1,variant_standard,4.56,4.56,PLN
5901477160943,,base_product_standard,4.56,4.56,PLN
5901477160950,1,variant_standard,7.81,7.81,PLN
5901477160950,,base_product_standard,7.81,7.81,PLN
5901477160585,1,variant_standard,27.71,27.71,PLN
5901477160585,,base_product_standard,27.71,27.71,PLN
5901477160592,1,variant_standard,31.11,31.11,PLN
5901477160592,,base_product_standard,31.11,31.11,PLN
5901477160967,1,variant_standard,4.8,4.8,PLN
5901477160967,,base_product_standard,4.8,4.8,PLN
5901477160974,1,variant_standard,4.75,4.75,PLN
5901477160974,,base_product_standard,4.75,4.75,PLN
5901477160981,1,variant_standard,14.5,14.5,PLN
5901477160981,,base_product_standard,14.5,14.5,PLN
5901477147241,1,variant_standard,22.56,22.56,PLN
5901477147241,,base_product_standard,22.56,22.56,PLN
5901477160646,1,variant_standard,41.76,41.76,PLN
5901477160646,,base_product_standard,41.76,41.76,PLN
5901477160653,1,variant_standard,36.63,36.63,PLN
5901477160653,,base_product_standard,36.63,36.63,PLN
5901477160837,1,variant_standard,4.34,4.34,PLN
5901477160837,,base_product_standard,4.34,4.34,PLN
5901477160899,1,variant_standard,2.93,2.93,PLN
5901477160899,,base_product_standard,2.93,2.93,PLN
5901477160714,1,variant_standard,0.83,0.83,PLN
5901477160714,,base_product_standard,0.83,0.83,PLN
5901477166433,1,variant_standard,2.24,2.24,PLN
5901477166433,,base_product_standard,2.24,2.24,PLN
5901477166419,1,variant_standard,2.24,2.24,PLN
5901477166419,,base_product_standard,2.24,2.24,PLN
5901477160721,1,variant_standard,2.51,2.51,PLN
5901477160721,,base_product_standard,2.51,2.51,PLN
,1,variant_standard,2.87,2.87,PLN
,,base_product_standard,2.87,2.87,PLN
5901477160752,1,variant_standard,3.44,3.44,PLN
5901477160752,,base_product_standard,3.44,3.44,PLN
5901477160769,1,variant_standard,19.09,19.09,PLN
5901477160769,,base_product_standard,19.09,19.09,PLN
5901477160776,1,variant_standard,3.73,3.73,PLN
5901477160776,,base_product_standard,3.73,3.73,PLN
5901477160783,1,variant_standard,3.99,3.99,PLN
5901477160783,,base_product_standard,3.99,3.99,PLN
5901477160790,1,variant_standard,19.3,19.3,PLN
5901477160790,,base_product_standard,19.3,19.3,PLN
5901477160806,1,variant_standard,4.22,4.22,PLN
5901477160806,,base_product_standard,4.22,4.22,PLN
5901477161674,1,variant_standard,1.04,1.04,PLN
5901477161674,,base_product_standard,1.04,1.04,PLN
5901477161681,1,variant_standard,1.94,1.94,PLN
5901477161681,,base_product_standard,1.94,1.94,PLN
5901477160929,1,variant_standard,2.21,2.21,PLN
5901477160929,,base_product_standard,2.21,2.21,PLN
5901477160905,1,variant_standard,8.57,8.57,PLN
5901477160905,,base_product_standard,8.57,8.57,PLN
5901477166426,1,variant_standard,3.86,3.86,PLN
5901477166426,,base_product_standard,3.86,3.86,PLN
5901477161087,1,variant_standard,22.3,22.3,PLN
5901477161087,,base_product_standard,22.3,22.3,PLN
5901477161094,1,variant_standard,22.3,22.3,PLN
5901477161094,,base_product_standard,22.3,22.3,PLN
5901477161100,1,variant_standard,22.29,22.29,PLN
5901477161100,,base_product_standard,22.29,22.29,PLN
5901477161117,1,variant_standard,22.3,22.3,PLN
5901477161117,,base_product_standard,22.3,22.3,PLN
5901477161124,1,variant_standard,22.3,22.3,PLN
5901477161124,,base_product_standard,22.3,22.3,PLN
5901477161131,1,variant_standard,22.29,22.29,PLN
5901477161131,,base_product_standard,22.29,22.29,PLN
5901477161148,1,variant_standard,22.3,22.3,PLN
5901477161148,,base_product_standard,22.3,22.3,PLN
5901477161162,1,variant_standard,30.64,30.64,PLN
5901477161162,,base_product_standard,30.64,30.64,PLN
5901477161261,1,variant_standard,5.37,5.37,PLN
5901477161261,,base_product_standard,5.37,5.37,PLN
5901477161247,1,variant_standard,9.54,9.54,PLN
5901477161247,,base_product_standard,9.54,9.54,PLN
5901477161254,1,variant_standard,10.85,10.85,PLN
5901477161254,,base_product_standard,10.85,10.85,PLN
5901477161278,1,variant_standard,10.09,10.09,PLN
5901477161278,,base_product_standard,10.09,10.09,PLN
5901477161285,1,variant_standard,10.26,10.26,PLN
5901477161285,,base_product_standard,10.26,10.26,PLN
5901477161292,1,variant_standard,11.49,11.49,PLN
5901477161292,,base_product_standard,11.49,11.49,PLN
5901477161308,1,variant_standard,1.76,1.76,PLN
5901477161308,,base_product_standard,1.76,1.76,PLN
5901477161315,1,variant_standard,2.32,2.32,PLN
5901477161315,,base_product_standard,2.32,2.32,PLN
5901477161322,1,variant_standard,2.56,2.56,PLN
5901477161322,,base_product_standard,2.56,2.56,PLN
5901477166020,1,variant_standard,4.02,4.02,PLN
5901477166020,,base_product_standard,4.02,4.02,PLN
5901477166037,1,variant_standard,12.74,12.74,PLN
5901477166037,,base_product_standard,12.74,12.74,PLN
5902973765595,1,variant_standard,2.39,2.39,PLN
5902973765595,,base_product_standard,2.39,2.39,PLN
5901477161346,1,variant_standard,6.92,6.92,PLN
5901477161346,,base_product_standard,6.92,6.92,PLN
5901477161360,1,variant_standard,21.12,21.12,PLN
5901477161360,,base_product_standard,21.12,21.12,PLN
5901477161353,1,variant_standard,26.31,26.31,PLN
5901477161353,,base_product_standard,26.31,26.31,PLN
5901477161421,1,variant_standard,74.88,74.88,PLN
5901477161421,,base_product_standard,74.88,74.88,PLN
5901477161377,1,variant_standard,7.85,7.85,PLN
5901477161377,,base_product_standard,7.85,7.85,PLN
5901477161384,1,variant_standard,12.8,12.8,PLN
5901477161384,,base_product_standard,12.8,12.8,PLN
5901477161391,1,variant_standard,1.89,1.89,PLN
5901477161391,,base_product_standard,1.89,1.89,PLN
5901477161490,1,variant_standard,2.64,2.64,PLN
5901477161490,,base_product_standard,2.64,2.64,PLN
5901477161513,1,variant_standard,8.33,8.33,PLN
5901477161513,,base_product_standard,8.33,8.33,PLN
5901477161506,1,variant_standard,3.5,3.5,PLN
5901477161506,,base_product_standard,3.5,3.5,PLN
5901477161414,1,variant_standard,12.82,12.82,PLN
5901477161414,,base_product_standard,12.82,12.82,PLN
5901477161483,1,variant_standard,9.06,9.06,PLN
5901477161483,,base_product_standard,9.06,9.06,PLN
