handleId,fieldType,name,description,productImageUrl,collection,sku,ribbon,price,surcharge,visible,discountMode,discountValue,inventory,weight,cost,productOptionName1,productOptionType1,productOptionDescription1,productOptionName2,productOptionType2,productOptionDescription2,productOptionName3,productOptionType3,productOptionDescription3,productOptionName4,productOptionType4,productOptionDescription4,productOptionName5,productOptionType5,productOptionDescription5,productOptionName6,productOptionType6,productOptionDescription6,additionalInfoTitle1,additionalInfoDescription1,additionalInfoTitle2,additionalInfoDescription2,additionalInfoTitle3,additionalInfoDescription3,additionalInfoTitle4,additionalInfoDescription4,additionalInfoTitle5,additionalInfoDescription5,additionalInfoTitle6,additionalInfoDescription6,customTextField1,customTextCharLimit1,customTextMandatory1,customTextField2,customTextCharLimit2,customTextMandatory2,brand,geko_category_id,geko_category_name,geko_category_path,mapping_timestamp
product_fed9403b-5637-d72f-768f-ea1ddb4260d1,Variant,,,,,,,,16.11,TRUE,,,InStock,,,,,Tamanho 6 - C05911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_fed9403b-5637-d72f-768f-ea1ddb4260d1,Variant,,,,,,,,4.75,TRUE,,,InStock,,,,,Tamanho 3 - C05908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_fed9403b-5637-d72f-768f-ea1ddb4260d1,Variant,,,,,,,,2.15,TRUE,,,InStock,,,,,Tamanho 2 - C05907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_fed9403b-5637-d72f-768f-ea1ddb4260d1,Variant,,,,,,,,,TRUE,,,InStock,,,,,Tamanho 1 - C05906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_fed9403b-5637-d72f-768f-ea1ddb4260d1,Variant,,,,,,,,4.98,TRUE,,,InStock,,,,,Tamanho 4 - C05909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_fed9403b-5637-d72f-768f-ea1ddb4260d1,Variant,,,,,,,,10.38,TRUE,,,InStock,,,,,Tamanho 5 - C05910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_13f57f90-b73f-a2b1-b381-c9df78e2013c,Product,Comedouro para Galinhas Lacado,<p>Cor:&nbsp; Melalizado</p><p>Material: Latão galvanizado/Lacado</p><p>Embalagem: stiker</p><p>Quantidade mínima de compra 1 unidade</p><p>Preço especial na compra de quantidades maiores</p><p>&nbsp;</p><p>&nbsp;</p>,55dd72_7f43ce884773466f98175e32633095d8~mv2.jpg,,,,0,,FALSE,PERCENT,0,InStock,,,Medidas,DROP_DOWN,Tamanho 1 - C05903;Tamanho 2 - C05904;Tamanho 3 - C05905,,,,,,,,,,,,,,,,INFORMAÇÕES DO PRODUTO,"<p>NACIONAL</p>
",ENCOMENDA,"<p>O preço apresentado é referente a uma unidade. O valor total será calculado após envio da encomenda, estando&nbsp; dependente da quantidade mínima obrigatória. <span><span>Preços válidos salvo ruptura de stock, erro tipográfico ou fotográfico.</span></span></p>
",,,,,,,,,,,,,,,HARDMAN,110012,General Tools,Tools for The Workshop and Garage\General Tools,2025-06-27T13:51:14.658067
product_13f57f90-b73f-a2b1-b381-c9df78e2013c,Variant,,,,,,,,,TRUE,,,InStock,,,,,Tamanho 1 - C05903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_13f57f90-b73f-a2b1-b381-c9df78e2013c,Variant,,,,,,,,,TRUE,,,InStock,,,,,Tamanho 2 - C05904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_13f57f90-b73f-a2b1-b381-c9df78e2013c,Variant,,,,,,,,,TRUE,,,InStock,,,,,Tamanho 3 - C05905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_2ee61594-ef48-ec71-6e53-842687c1e03e,Product,Mata frangos,<p>Cor:&nbsp; Melalizado</p><p>Material: Latão galvanizado</p><p>Embalagem: stiker</p><p>Quantidade mínima de compra 1 unidade</p><p>Preço especial na compra de quantidades maiores</p><p>&nbsp;</p><p>&nbsp;</p>,55dd72_40c75f9ecc1f40fc9e4f0e9cc7abfa4b~mv2.jpg;55dd72_6c6e2f3775dc4ebb87d5c3abcb6bab33~mv2.jpg,,,,7.3,,TRUE,PERCENT,0,InStock,,,Medidas,DROP_DOWN,Tamanho 1 - M01300;Tamanho 2 - M01301,,,,,,,,,,,,,,,,INFORMAÇÕES DO PRODUTO,"<p>NACIONAL</p>
",ENCOMENDA,"<p>O preço apresentado é referente a uma unidade. O valor total será calculado após envio da encomenda, estando&nbsp; dependente da quantidade mínima obrigatória. <span><span>Preços válidos salvo ruptura de stock, erro tipográfico ou fotográfico.</span></span></p>
",,,,,,,,,,,,,,,HARDMAN,110012,General Tools,Tools for The Workshop and Garage\General Tools,2025-06-27T13:51:14.658149
product_2ee61594-ef48-ec71-6e53-842687c1e03e,Variant,,,,,,,,1.14,TRUE,,,InStock,,,,,Tamanho 2 - M01301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_2ee61594-ef48-ec71-6e53-842687c1e03e,Variant,,,,,,,,,TRUE,,,InStock,,,,,Tamanho 1 - M01300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_f16c4daf-ad62-558f-71ac-887db227094b,Product,Canudo para Toupeiras,<p>Cor:&nbsp; Melalizado</p><p>Material: Latão galvanizado</p><p>Embalagem: stiker</p><p>Quantidade mínima de compra 1 unidade</p><p>Preço especial na compra de quantidades maiores</p><p>&nbsp;</p><p>&nbsp;</p>,55dd72_bf37dbba02a74b88a8334f63a073bc17~mv2.jpg,,,,2.36,,TRUE,PERCENT,0,InStock,,,Medidas,DROP_DOWN,1 entrada - C02400;2 entradas - C02401,,,,,,,,,,,,,,,,INFORMAÇÕES DO PRODUTO,"<p>NACIONAL</p>
",ENCOMENDA,"<p>O preço apresentado é referente a uma unidade. O valor total será calculado após envio da encomenda, estando&nbsp; dependente da quantidade mínima obrigatória. <span><span>Preços válidos salvo ruptura de stock, erro tipográfico ou fotográfico.</span></span></p>
",,,,,,,,,,,,,,,HARDMAN,110012,General Tools,Tools for The Workshop and Garage\General Tools,2025-06-27T13:51:14.658198
product_f16c4daf-ad62-558f-71ac-887db227094b,Variant,,,,,,,,,TRUE,,,InStock,,,,,1 entrada - C02400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_f16c4daf-ad62-558f-71ac-887db227094b,Variant,,,,,,,,1.58,TRUE,,,InStock,,,,,2 entradas - C02401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_30fdcbb7-2da5-738b-9811-47fc00c4d45a,Product,Disco segmentado profissional multiusos,<p>Cor:&nbsp; preto / dourado</p><p>Material: Diamantado</p><p>Embalagem: blister</p><p>Cada caixa exterior contém: 30 unidades</p><p>Quantidade mínima de compra 10 unidades</p><p>Preço especial na compra de quantidades maiores</p><p>&nbsp;</p>,55dd72_7cb466ae681b4882916b6872cf3c6341~mv2.jpg,Construção;Discos,,,1.79,,TRUE,PERCENT,0,InStock,,,Medidas,DROP_DOWN,230mm - 380128;115mm - 380129,,,,,,,,,,,,,,,,INFORMAÇÕES DO PRODUTO,"<p>HARDMAN</p>
",ENCOMENDA,"<p>O preço apresentado é referente a uma unidade. O valor total será calculado após envio da encomenda, estando&nbsp; dependente da quantidade mínima obrigatória. <span><span>Preços válidos salvo ruptura de stock, erro tipográfico ou fotográfico.</span></span></p>
",,,,,,,,,,,,,,,TOURO,110007,Cutting Discs,Abrasive Materials\Cutting Discs,2025-06-27T13:51:14.658298
product_30fdcbb7-2da5-738b-9811-47fc00c4d45a,Variant,,,,,,,,4.75,TRUE,,,InStock,,,,,230mm - 380128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_30fdcbb7-2da5-738b-9811-47fc00c4d45a,Variant,,,,,,,,,TRUE,,,InStock,,,,,115mm - 380129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_e419517b-4ae9-c146-02a9-1216124f4d77,Product,Misturador SDS Tinta / Cola-  Robusto,<p>Cor:&nbsp; vermelho</p><p>Material: Ferro</p><p>Encaixe SDS</p><p>Cada caixa exterior contém: 40 unidades</p><p>Quantidade mínima de compra:&nbsp; 10&nbsp;unidades</p><p>&nbsp;</p><p>&nbsp;</p>,55dd72_53c8877f8cf6401095c3e4f7e544894a~mv2.jpg,Construção,,,2.1,,TRUE,PERCENT,0,InStock,,,Medidas,DROP_DOWN,80X400mm - 670402;100x600mm - 670404,,,,,,,,,,,,,,,,INFORMAÇÕES DO PRODUTO,"<p>HARDMAN</p>
",ENCOMENDA,"<p>O preço apresentado é referente a uma unidade. O valor total será calculado após envio da encomenda, estando&nbsp; dependente da quantidade mínima obrigatória. <span><span>Preços válidos salvo ruptura de stock, erro tipográfico ou fotográfico.</span></span></p>
",,,,,,,,,,,,,,,TOURO,110012,General Tools,Tools for The Workshop and Garage\General Tools,2025-06-27T13:51:14.658354
product_e419517b-4ae9-c146-02a9-1216124f4d77,Variant,,,,,,,,0.89,TRUE,,,InStock,,,,,100x600mm - 670404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_e419517b-4ae9-c146-02a9-1216124f4d77,Variant,,,,,,,,,TRUE,,,InStock,,,,,80X400mm - 670402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_f22704f7-7a18-cc6d-9f9e-c60c63450eb0,Product,Pulverizador elétrico bateria Litio com lança metálica telescópica,<p>Cor:&nbsp; laranja</p><p>Material: plástico / latão</p><p>Embalagem: caixa</p><p>Cada caixa exterior contém: 1 unidades</p><p>Quantidade mínima de compra 1 unidades</p><p>Preço especial na compra de quantidades maiores</p><p>&nbsp;</p>,88efbe_d358e2fc78a44bcdb639d5db042b42cf~mv2.jpg;55dd72_17577358eb4648d0b085b646225607fd~mv2.jpg,Jardim,,,41.99,,FALSE,PERCENT,0,InStock,,,Medidas,DROP_DOWN,16L - 670314,,,,,,,,,,,,,,,,INFORMAÇÕES DO PRODUTO,"<p>GARDMAN</p>
",ENCOMENDA,"<p>O preço apresentado é referente a uma unidade. O valor total será calculado após envio da encomenda, estando&nbsp; dependente da quantidade mínima obrigatória. <span><span>Preços válidos salvo ruptura de stock, erro tipográfico ou fotográfico.</span></span></p>
",,,,,,,,,,,,,,,TOURO,110012,General Tools,Tools for The Workshop and Garage\General Tools,2025-06-27T13:51:14.658405
product_f22704f7-7a18-cc6d-9f9e-c60c63450eb0,Variant,,,,,,,,,FALSE,,,InStock,,,,,16L - 670314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_9e37739b-760b-c01f-ede9-4f931edf44e0,Product,Máscaras cirurgicas cx 50pcs,<p>Mascara cirurgia 3 camadas</p><p>Certificados conforme Normas Europeias</p><p>Compra mínima Cx 2000 Unidades </p>,55dd72_abd46befd59b40f3a8f68892f77ac189~mv2.jpg,,,,0.06,,FALSE,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110012,General Tools,Tools for The Workshop and Garage\General Tools,2025-06-27T13:51:14.658445
product_afeaa456-f070-74d8-ed7f-7e405fc19526,Product,Fato descartável Cat III tipo 5e6,<p>Fato descartavel em Polipropileno 50grs </p><p>Diretivas: CE CAT III (UE /2016/425)</p><p>Cor:  branco</p><p>Embalagem: individual </p><p>Cada caixa exterior contém: 50 unidades</p><p>Quantidade mínima de compra 25 unidades</p><p>Preço especial na compra de quantidades maiores</p>,55dd72_780d5349dd4346b0921ae95455741b57~mv2.jpg;55dd72_9da68091931044a68fdaee7efb7d3e95~mv2.jpg,Proteção e Segurança,,,3.3,,TRUE,PERCENT,0,InStock,,,Medidas,DROP_DOWN,XL - 990622;L - 990620;M - 990621,,,,,,,,,,,,,,,,INFORMAÇÕES DO PRODUTO,"<p>FERMAN</p>
",ENCOMENDA,"<p>O preço apresentado é referente a uma unidade. O valor total será calculado após envio da encomenda, estando&nbsp; dependente da quantidade mínima obrigatória. <span><span>Preços válidos salvo ruptura de stock, erro tipográfico ou fotográfico.</span></span></p>
",,,,,,,,,,,,,,,,110003,Protective Clothing,Health and Safety Articles\Protective Clothing,2025-06-27T13:51:14.658471
product_afeaa456-f070-74d8-ed7f-7e405fc19526,Variant,,,,,,,,,TRUE,,,InStock,,,,,M - 990621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_afeaa456-f070-74d8-ed7f-7e405fc19526,Variant,,,,,,,,,TRUE,,,InStock,,,,,XL - 990622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_afeaa456-f070-74d8-ed7f-7e405fc19526,Variant,,,,,,,,,TRUE,,,InStock,,,,,L - 990620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_fe255526-370a-c882-1b9a-43ba0927ae9d,Product,Fato descartável Cat I ,<p>Fato descartavel em Polipropileno 40grs </p><p>Diretivas: CE CAT I (89/686/CEE)</p><p>Cor:  branco</p><p>Material: pp</p><p>Embalagem: individual </p><p>Cada caixa exterior contém: 100 unidades</p><p>Quantidade mínima de compra 25 unidades</p><p>Preço especial na compra de quantidades maiores</p>,55dd72_95419e9b218d480d93c3da7c2f97a95e~mv2.jpg;55dd72_1644a1ed6b944f648970a09f71a6d1f2~mv2.jpg,Proteção e Segurança,,,1.75,,TRUE,PERCENT,0,InStock,,,Medidas,DROP_DOWN,2XL - 990607;XL - 990606;L - 990605;M - 990604,,,,,,,,,,,,,,,,INFORMAÇÕES DO PRODUTO,"<p>FERMAN</p>
",ENCOMENDA,"<p>O preço apresentado é referente a uma unidade. O valor total será calculado após envio da encomenda, estando&nbsp; dependente da quantidade mínima obrigatória. <span><span>Preços válidos salvo ruptura de stock, erro tipográfico ou fotográfico.</span></span></p>
",,,,,,,,,,,,,,,,110003,Protective Clothing,Health and Safety Articles\Protective Clothing,2025-06-27T13:51:14.658528
product_fe255526-370a-c882-1b9a-43ba0927ae9d,Variant,,,,,,,,,TRUE,,,InStock,,,,,L - 990605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_fe255526-370a-c882-1b9a-43ba0927ae9d,Variant,,,,,,,,,TRUE,,,InStock,,,,,M - 990604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_fe255526-370a-c882-1b9a-43ba0927ae9d,Variant,,,,,,,,,TRUE,,,InStock,,,,,XL - 990606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_fe255526-370a-c882-1b9a-43ba0927ae9d,Variant,,,,,,,,,TRUE,,,InStock,,,,,2XL - 990607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_d75405b7-0640-a93c-e6ac-1d8d7132657f,Product,Casaco Protecção Térmica - 5°c,<p>Casaco com bolsos e gola.</p><p>Mais informação sobre o produto favor verificar na foto em anexo </p>,55dd72_7168abc41e3b40778d5de68fc27ab58a~mv2.jpg;55dd72_d69096332ffc46e39d9e66bba1298f72~mv2.jpg,Proteção e Segurança,,Profissional ,79,,FALSE,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110012,General Tools,Tools for The Workshop and Garage\General Tools,2025-06-27T13:51:14.658616
product_dd4e976b-0256-3678-30c3-e8c08e59e006,Product,Pistola Mastik Prof. Reforçada,<p>Utilização :&nbsp; para Selicones mais fortes e quimicos</p><p>Cor: Amarelo/ preto</p><p>Material: Aço</p><p>Cada caixa exterior contém: 12 unidades</p><p>Quantidade mínima de compra:&nbsp; 3&nbsp;unidades</p><p>Preço especial na compra de quantidades maiores</p><p>&nbsp;</p>,55dd72_a18692897dd9463b882685fd512ca8f9~mv2.jpg;55dd72_323cd2b5af4b4398838fdcf97e0b2ff3~mv2.jpg,Construção,,Destak,7.25,,FALSE,PERCENT,0,InStock,,,Medidas,DROP_DOWN,"9"" - 670109",,,,,,,,,,,,,,,,INFORMAÇÕES DO PRODUTO,"<p>HARDMAN</p>
",ENCOMENDA,"<p>O preço apresentado é referente a uma unidade. O valor total será calculado após envio da encomenda, estando&nbsp; dependente da quantidade mínima obrigatória. <span><span>Preços válidos salvo ruptura de stock, erro tipográfico ou fotográfico.</span></span></p>
",,,,,,,,,,,,,,,Hardman,110012,General Tools,Tools for The Workshop and Garage\General Tools,2025-06-27T13:51:14.658850
product_dd4e976b-0256-3678-30c3-e8c08e59e006,Variant,,,,,,,,,FALSE,,,InStock,,,,,"9"" - 670109",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_490fd800-6f70-d2d9-9be4-08a4545b972f,Product,Talocha borracha preta,<p>Medidas: 280x140x4mm</p><p>Cor:&nbsp; branco / preto</p><p>Material: borracha</p><p>&nbsp;</p><p>Quantidade mínima de compra 10&nbsp;unidades</p><p>&nbsp;</p><p>&nbsp;</p>,55dd72_9510cb1f4e1844bdb0996bd9cc9fb34a~mv2.jpg,Construção,,Destak,1.75,,TRUE,PERCENT,0,InStock,,,Medidas,DROP_DOWN,A3204,,,,,,,,,,,,,,,,INFORMAÇÕES DO PRODUTO,"<p>HARDMAN</p>
",ENCOMENDA,"<p>O preço apresentado é referente a uma unidade. O valor total será calculado após envio da encomenda, estando&nbsp; dependente da quantidade mínima obrigatória. <span><span>Preços válidos salvo ruptura de stock, erro tipográfico ou fotográfico.</span></span></p>
",,,,,,,,,,,,,,,TOURO,110006,Trowels and Spatulas,Construction and Renovation\Hand Tools\Trowels and Spatulas,2025-06-27T13:51:14.658900
product_490fd800-6f70-d2d9-9be4-08a4545b972f,Variant,,,,,,,,,TRUE,,,InStock,,,,,A3204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_171f7530-9235-8760-e624-83e46e695d93,Product,"Corta Rebites  - 8""",<p>Cor:&nbsp; amarelo&nbsp; / azul</p><p>Material: fibra</p><p>Embalagem: stiker</p><p>Cada caixa exterior contém: 24 unidades</p><p>Quantidade mínima de compra 6 unidades</p><p>Preço especial na compra de quantidades maiores</p><p>&nbsp;</p><p>&nbsp;</p>,55dd72_0822f9428ead4ebdb439304b8e50314a~mv2.jpg;55dd72_d47ddc73c4244be7a8efdfce55e9083d~mv2.jpg;55dd72_03b42d2d19154474a7de4acd7329b6f8~mv2.jpg,Ferramentas Manuais;Alicates,,,3.32,,FALSE,PERCENT,0,InStock,,,Medidas,DROP_DOWN,"8"" - 260101",,,,,,,,,,,,,,,,INFORMAÇÕES DO PRODUTO,"<p>HARDMAN</p>
",ENCOMENDA,"<p>O preço apresentado é referente a uma unidade. O valor total será calculado após envio da encomenda, estando&nbsp; dependente da quantidade mínima obrigatória. <span><span>Preços válidos salvo ruptura de stock, erro tipográfico ou fotográfico.</span></span></p>
",,,,,,,,,,,,,,,HARDMAN,110012,General Tools,Tools for The Workshop and Garage\General Tools,2025-06-27T13:51:14.658940
product_171f7530-9235-8760-e624-83e46e695d93,Variant,,,,,,,,,FALSE,,,InStock,,,,,"8"" - 260101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_ee927484-f8ff-d2d4-735e-716040c3d9aa,Product,Capa de chuva em PU,<p>Diretivas: CE CAT - 1</p><p>Cor:&nbsp; azul</p><p>Material: PU</p><p>Embalagem: bag</p><p>Cada caixa exterior contém: 20 unidades</p><p>Quantidade mínima de compra 5 unidades</p><p>Preço especial na compra de quantidades maiores</p><p>Disponivel também em verde</p><p>&nbsp;</p><p>&nbsp;</p>,55dd72_7bbbe6a13b4147eba9fe0e2b456f717b~mv2.jpg;88efbe_09a69afd6e5a4e69afe3eaf54ee299bb~mv2.jpg,Proteção e Segurança,,,13.49,,TRUE,PERCENT,0,InStock,,,Medidas,DROP_DOWN,Verde 2XL- A990415;Verde XL- A990414;Verde L- A990413;Verde M- A990412;Azul 2XL- A990418;Azul XL- A990417;Azul L- A990416;Azul M- A990419,,,,,,,,,,,,,,,,INFORMAÇÕES DO PRODUTO,"<p>FERMAN</p>
",ENCOMENDA,"<p>O preço apresentado é referente a uma unidade. O valor total será calculado após envio da encomenda, estando&nbsp; dependente da quantidade mínima obrigatória. <span><span>Preços válidos salvo ruptura de stock, erro tipográfico ou fotográfico.</span></span></p>
",,,,,,,,,,,,,,,FERMAN,110012,General Tools,Tools for The Workshop and Garage\General Tools,2025-06-27T13:51:14.658982
product_ee927484-f8ff-d2d4-735e-716040c3d9aa,Variant,,,,,,,,,TRUE,,,InStock,,,,,Verde M- A990412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_ee927484-f8ff-d2d4-735e-716040c3d9aa,Variant,,,,,,,,,TRUE,,,InStock,,,,,Verde XL- A990414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_ee927484-f8ff-d2d4-735e-716040c3d9aa,Variant,,,,,,,,,TRUE,,,InStock,,,,,Azul L- A990416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_ee927484-f8ff-d2d4-735e-716040c3d9aa,Variant,,,,,,,,,TRUE,,,InStock,,,,,Verde L- A990413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_ee927484-f8ff-d2d4-735e-716040c3d9aa,Variant,,,,,,,,,TRUE,,,InStock,,,,,Azul M- A990419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_ee927484-f8ff-d2d4-735e-716040c3d9aa,Variant,,,,,,,,,TRUE,,,InStock,,,,,Azul 2XL- A990418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_ee927484-f8ff-d2d4-735e-716040c3d9aa,Variant,,,,,,,,,TRUE,,,InStock,,,,,Verde 2XL- A990415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_ee927484-f8ff-d2d4-735e-716040c3d9aa,Variant,,,,,,,,,TRUE,,,InStock,,,,,Azul XL- A990417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_1a476fbd-84cf-d222-19cc-fc9ee8d58f7f,Product,Capa Chuva em Nylon - ECONOMIC,<p>Diretivas: CE CAT - 1</p><p>Cor:&nbsp; verde</p><p>Material: polyester</p><p>Embalagem: bag</p><p>Cada caixa exterior contém: 20 unidades</p><p>Quantidade mínima de compra 5 unidades</p><p>Preço especial na compra de quantidades maiores</p><p>&nbsp;</p><p>&nbsp;</p>,88efbe_b392255cf2424150a76bedd9a66bb536~mv2.jpg;55dd72_272e7e6c94534d84b35e71742252d2de~mv2.jpg;88efbe_2ed7bc4a9af6493f871f0562d4344b38~mv2.jpg,Proteção e Segurança,,,4.99,,TRUE,PERCENT,0,InStock,,,Medidas,DROP_DOWN,Azul - L -990402/1;Azul - XL -990403/1;Azul - 2XL -990404/1;Verde - L -990406/1;Verde -XL -990407/1;Verde - 2XL -990408/1,,,,,,,,,,,,,,,,INFORMAÇÕES DO PRODUTO,"<p>FERMAN</p>
",ENCOMENDA,"<p>O preço apresentado é referente a uma unidade. O valor total será calculado após envio da encomenda, estando&nbsp; dependente da quantidade mínima obrigatória. <span><span>Preços válidos salvo ruptura de stock, erro tipográfico ou fotográfico.</span></span></p>
",,,,,,,,,,,,,,,FERMAN,110012,General Tools,Tools for The Workshop and Garage\General Tools,2025-06-27T13:51:14.659095
product_1a476fbd-84cf-d222-19cc-fc9ee8d58f7f,Variant,,,,,,,,,TRUE,,,InStock,,,,,Verde - 2XL -990408/1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_1a476fbd-84cf-d222-19cc-fc9ee8d58f7f,Variant,,,,,,,,,TRUE,,,InStock,,,,,Azul - L -990402/1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_1a476fbd-84cf-d222-19cc-fc9ee8d58f7f,Variant,,,,,,,,,TRUE,,,InStock,,,,,Azul - 2XL -990404/1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_1a476fbd-84cf-d222-19cc-fc9ee8d58f7f,Variant,,,,,,,,,TRUE,,,InStock,,,,,Verde -XL -990407/1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_1a476fbd-84cf-d222-19cc-fc9ee8d58f7f,Variant,,,,,,,,,TRUE,,,InStock,,,,,Azul - XL -990403/1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_1a476fbd-84cf-d222-19cc-fc9ee8d58f7f,Variant,,,,,,,,,TRUE,,,InStock,,,,,Verde - L -990406/1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_25b85ddf-a0de-9776-93b8-c2bbbb5808d7,Product,Viseira de proteção em rede com ajuste,<p>Diretivas: CE CAT - 1 / EN 166</p><p>Cor:&nbsp; transparente / amarela</p><p>Material: acrílico</p><p>Embalagem: bag</p><p>Cada caixa exterior contém: 40 unidades</p><p>Quantidade mínima de compra 10 unidades</p><p>Preço especial na compra de quantidades maiores</p><p>&nbsp;</p><p>&nbsp;</p>,55dd72_1f92292b33aa4687aeb5388b1a02d3a7~mv2.jpg,Proteção e Segurança,,,3.99,,FALSE,PERCENT,0,InStock,,,Medidas,DROP_DOWN,600406,,,,,,,,,,,,,,,,INFORMAÇÕES DO PRODUTO,"<p>FERMAN</p>
",ENCOMENDA,"<p>O preço apresentado é referente a uma unidade. O valor total será calculado após envio da encomenda, estando&nbsp; dependente da quantidade mínima obrigatória. <span><span>Preços válidos salvo ruptura de stock, erro tipográfico ou fotográfico.</span></span></p>
",,,,,,,,,,,,,,,FERMAN,110012,General Tools,Tools for The Workshop and Garage\General Tools,2025-06-27T13:51:14.659262
product_25b85ddf-a0de-9776-93b8-c2bbbb5808d7,Variant,,,,,,,,,FALSE,,,InStock,,,,,600406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_fcacf7c1-103c-7335-cb44-f0f56ee37e17,Product,Viseira de proteção acrílica com ajuste,<p>Diretivas: CE CAT - 1 / EN 166</p><p>Cor:&nbsp; transparente / amarela</p><p>Material: acrílico</p><p>Embalagem: bag</p><p>Cada caixa exterior contém: 40 unidades</p><p>Quantidade mínima de compra 10 unidades</p><p>Preço especial na compra de quantidades maiores</p><p>&nbsp;</p><p>&nbsp;</p>,55dd72_dce535e2b95c4d218b8c8b3f8414f60b~mv2.jpg,Proteção e Segurança,,,1.99,,TRUE,PERCENT,0,InStock,,,Medidas,DROP_DOWN,600405,,,,,,,,,,,,,,,,INFORMAÇÕES DO PRODUTO,"<p>FERMAN</p>
",ENCOMENDA,"<p>O preço apresentado é referente a uma unidade. O valor total será calculado após envio da encomenda, estando&nbsp; dependente da quantidade mínima obrigatória. <span><span>Preços válidos salvo ruptura de stock, erro tipográfico ou fotográfico.</span></span></p>
",,,,,,,,,,,,,,,FERMAN,110012,General Tools,Tools for The Workshop and Garage\General Tools,2025-06-27T13:51:14.659306
product_fcacf7c1-103c-7335-cb44-f0f56ee37e17,Variant,,,,,,,,,TRUE,,,InStock,,,,,600405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
